Район,Наименование учреждения,Сокращенное наименование,Адрес,Ближайшая станция метро,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района""№5","СПб ГБУК ""ЦБС Красносельского района""","198320, Санкт-Петербург, город Красное Село, Кингисеппское шоссе, дом 2, строение 1",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 741-19-10",744-14-04,Zolotovaiv@yandex.ru,МО Красное Село,7807335752,1089847228833,"""Библиотека №5"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система  Красносельского района"" №6","СПб ГБУК ""ЦБС Красносельского района""","Санкт-Петербург, город Красное Село, Дудергоф, Театральная улица, дом 15, литера А",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 741-19-10",744-14-04,zolotovaiv@yandex.ru,МО Красное Село,7807335752,1089847228833,"Библиотека №6 ""Дудергоф"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района"" №8","СПб ГБУК ""ЦБС Красносельского района""","198205, Санкт-Петербург, проспект Ветеранов, дом 118, корпус 1",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 735-54-46",744-14-04,Zolotovaiv@yandex.ru,МО Урицк,7807335752,1089847228833,"Библиотека №8 ""Синяя птица"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система  Красносельского района"" №9","СПб ГБУК ""ЦБС Красносельского района""","198205, Санкт-Петербург, улица Партизана Германа, дом 22",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 736-90-80",744-14-04,zolotovaiv@yandex.ru,МО Урицк,7807335752,1089847228833,"Библиотека №9 ""Лигово"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района Маяк""","СПб ГБУК ""ЦБС Красносельского района""","198332, Санкт-Петербург, Ленинский проспект, дом 92, корпус 1",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 743-60-68",744-14-04,Zolotovaiv@yandex.ru,МО Юго-Запад,7807335752,1089847228833,"Библиотечный центр ""Маяк"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система  Красносельского района""  №11","СПб ГБУК ""ЦБС Красносельского района""","198328, Санкт-Петербург, Ленинский проспект, дом 97, корпус 3",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 742-17-17",744-14-04,zolotovaiv@yandex.ru,МО Юго-Запад,7807335752,1089847228833,"Библиотека №11 ""Остров сокровищ"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района""№12","СПб ГБУК ""ЦБС Красносельского района""","198259, Санкт-Петербург, проспект Ветеранов, дом 146/22",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 730-86-98",744-14-04,Zolotovaiv@yandex.ru,МО Константиновское,7807335752,1089847228833,"Библиотека №12 ""Информационно-сервисный центр"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система  Красносельского района""  ""МеДиаЛог""","СПб ГБУК ""ЦБС Красносельского района""","198329, Санкт-Петербург, улица Партизана Германа, дом 5/14",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 735-26-40",744-14-04,zolotovaiv@yandex.ru,МО Урицк,7807335752,1089847228833,"Библиотека ""МеДиаЛог"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района""№14","СПб ГБУК ""ЦБС Красносельского района""","198332, Санкт-Петербург, улица Маршала Казакова, дом 68, корпус 1",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 617-00-24",744-14-04,Zolotovaiv@yandex.ru,МО Южно-Приморский,7807335752,1089847228833,"Библиотека №14 ""Библиотечно-информационный центр ""Интеллект"""
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система  Красносельского района""  №7","СПб ГБУК ""ЦБС Красносельского района""","198324, Санкт-Петербург, город Красное Село, проспект Ленина, дом 49/8, литера А",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 617-00-24",744-14-04,zolotovaiv@yandex.ru,МО Южно-Приморский,7807335752,1089847228833,Библиотека №7
Красносельский,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Централизованная библиотечная система Красносельского района БИАР""","СПб ГБУК ""ЦБС Красносельского района""","198259, Санкт-Петербург, улица Тамбасова, дом 1",Проспект Ветеранов,Золотова Ирина Васильевна,"744-14-04, 617-00-24",744-14-04,Zolotovaiv@yandex.ru,МО Сосновая Поляна,7807335752,1089847228833,"Библиотека ""БИАР"""
Кронштадтский,"Санкт-Петербургское государственное бюджетное учреждение ""Музей истории Кронштадта""","СПб ГБУ ""Музей истории Кронштадта""","Санкт-Петербург, г. Кронштадт, Якорная площадь, дом 2а, литера А","""Беговая""",Гришко Евгений Григорьевич,+7(812)2464873,+7(812)2464873,kronmus@yandex.ru,Муниципальное образование город Кронштадт,7818011421,1027808868031,
Кронштадтский,"Санкт-Петербургское государственное бюджетное учреждение ""Музей истории Кронштадта"" (улица Ленинградская, дом 2)","СПб ГБУ ""Музей истории Кронштадта""","Санкт-Петербург, г. Кронштадт, улица Ленинградская, дом 2","""Беговая""",Гришко Евгений Григорьевич,+7 (812) 3119590,+7 (812) 3119590,Kronmus@yandex.ru,Муниципальное образование город Кронштадт,7818011421,1027808868031,
Кронштадтский,"Санкт-Петербургское бюджетное учреждение ""Централизованная библиотечная система Кронштадтского района Санкт-Петербурга"" (Центральная районная библиотека)","СПб ГБУ ""ЦБС Кронштадтского района""","Санкт-Петербург, г. Кронштадт, улица Советская, дом 49, литера А","""Беговая""",Рослякова Екатерина Сергеевна,+7 (812)3119259,+7 (812) 3119233,libkron@mail.ru,Муниципальное образование город Кронштадт,7818003420,1027808867228,
Кронштадтский,"Санкт-Петербургское бюджетное учреждение ""Централизованная библиотечная система Кронштадтского района Санкт-Петербурга"" (Центральная районная детская библиотека)","СПб ГБУ ""ЦБС Кронштадтского района""","Санкт-Петербург, г. Кронштадт, улица Флотская, дом 5, литера А, пом. 1-Н","""Беговая""",Рослякова Екатерина Сергеевна,+7 (812) 3112433,+7 (812) 3112433,detbib@mail.ru,Муниципальное образование город Кронштадт,7818003420,1027808867228,
Кронштадтский,"Санкт-Петербургское бюджетное учреждение ""Централизованная библиотечная система Кронштадтского района Санкт-Петербурга"" (Библиотека-филиал № 1)","СПб ГБУ ""ЦБС Кронштадтского района""","Санкт-Петербург, г. Кронштадт, улица Аммермана, дом 27, литера А, пом. 2-Н","""Беговая""",Рослякова Екатерина Сергеевна,+7 (812)3111829,,filial1@kroncbs.ru,Муниципальное образование город Кронштадт,7818003420,1027808867228,
Кронштадтский,"Санкт-Петербургское бюджетное учреждение ""Централизованная библиотечная система Кронштадтского района Санкт-Петербурга"" (Филиал № 2 ""Библиотека семейного чтения"")","СПб ГБУ ""ЦБС Кронштадтского района""","Санкт-Петербург, г. Кронштадт, улица Гидростроителей, дом 6, литера А, пом. 12-Н","""Беговая""",Рослякова Екатерина Сергеевна,+7 (812)3188633,,filial2@kroncbs.ru,Муниципальное образование город Кронштадт,7818003420,1027808867228,
Кронштадтский,"Санкт - Петербургское государственное бюджетное учреждение ""Кронштадтский Дворец культуры""","СПб ГБУ ""КДК""","Санкт-Петербург, г. Кронштадт, проспект Ленина, дом 39а, литера А","""Беговая""",Ершова Марина Юрьевна,+7 (812)3117071,+7 (812)3117071,info@krondk.ru,Муниципальное образование город Кронштадт,7818006220,1027808867954,
Кронштадтский,"Санкт-Петербургское государственное бюджетное учреждение дополнительного образования ""Детская музыкальная школа № 8 Кронштадтского района "" имени Г.П.Вишневской","СПб ГБУ ДО ""Детская музыкальная школа № 8 Кронштадтского района"" имени Г.П.Вишневской","Санкт-Петербург,г. Кронштадт, улица Ленинградская, дом 10, литера А","""Беговая""",Дубинецкая Наталья Александровна,+7 (812) 3114317,+7 (812) 3114684,dmsh8@mail.ru,Муниципальное образование город Кронштадт,7818010139,1027808867294,
Кронштадтский,"Санкт-Петербургское государственное бюджетное учреждение дополнительного образования ""Детская музыкальная школа № 8 Кронштадтского района "" имени Г.П.Вишневской (Отдел)","СПб ГБУ ДО ""Детская музыкальная школа № 8 Кронштадтского района"" имени Г.П.Вишневской","Санкт-Петербург,г. Кронштадт, улица Гидростроителей, дом 6, пом. 8-Н","""Беговая""",Дубинецкая Наталья Александровна,+7 (812) 4394503,,dmsh8@mail.ru,Муниципальное образование город Кронштадт,7878010139,1027808867294,
Кронштадтский,"Санкт-Петербургское государственное бюджетное учреждение дополнительного образования ""Детская художественная школа им. М.К.Аникушина Кронштадтского района Санкт-Петербурга""",СПб ГБУ ДО ДХШ им. М.К.Аникушина,"Санкт-Петербург, г. Кронштадт, проспект Ленина, дом 57","""Беговая""",Ремишевская Римма Хамитовна,+7 (812)4351187,+7 (812)4351187,art_kronshtadt@mail.ru,Муниципальное образование город Кронштадт,7818010146,1027808867899,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», ЦБ им.М.М.Зощенко",СПб ГБУК «ЦБС Курортного района»,"197706, Санкт-Петербург, город Сестрорецк, улица Токарева, дом 7",Беговая,Минаева Людмила Михайловна,+7(812)2462408,+7(812)2462408,Cbssestr@mail.ru,Город Сестрорецк,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района»,филиал № 1",СПб ГБУК «ЦБС Курортного района»,"197720, Санкт-Петербург, город Зеленогорск, проспект Ленина, дом 25",Беговая,Минаева Людмила Михайловна,+7(812)2462017,+7(812)2462017,Zelf1@mail.ru,Город Зеленогорск,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», филиал № 2",СПб ГБУК «ЦБС Курортного района»,"197758, Санкт-Петербург, посёлок Песочный, Ленинградская улица, дом 46а",Беговая,Минаева Людмила Михайловна,+7(812)2462413,+7(812)2462413,Bib-pesochnoe@yandex.ru,Поселок Песочный,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района»,филиал № 3",СПб ГБУК «ЦБС Курортного района»,"197733, Санкт-Петербург, посёлок Комарово, 3-я Дачная улица, дом 8",Беговая,Минаева Людмила Михайловна,+7(812)2462412,+7(812)2462412,Bibliokom@mail.ru,Поселок Комарово,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», филиал № 4",СПб ГБУК «ЦБС Курортного района»,"197739, Санкт-Петербург, посёлок Солнечное, Приморское шоссе, дом 374",Беговая,Минаева Людмила Михайловна,+7(812)2412927,+7(812)2412927,Sunnylib@mail.ru,Поселок Солнечное,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района»,филиал № 5",СПб ГБУК «ЦБС Курортного района»,"197794, Санкт-Петербург, город Сестрорецк, проспект Красных Командиров, дом 25, литера А",Беговая,Минаева Людмила Михайловна,+7(812)2462410,+7(812)2462410,F5_alex@mail.ru,Город Сестрорецк,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», филиал № 6",СПб ГБУК «ЦБС Курортного района»,"197720, Санкт-Петербург, город Зеленогорск, проспект Ленина, дом 12",Беговая,Минаева Людмила Михайловна,+7(812)2462402,+7(812)2462402,Zdbf6@mail.ru,Город Зеленогорск,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», ЦДБ им.С.В.Михалкова",СПб ГБУК «ЦБС Курортного района»,"197706, Санкт-Петербург, город Сестрорецк, улица Токарева, дом 10",Беговая,Минаева Людмила Михайловна,+7(812)2462404,+7(812)2462404,Cdbsestr@rambler.ru,Город Сестрорецк,7843001160,1047847001762,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Централизованная библиотечная система Курортного района», филиал № 8",СПб ГБУК «ЦБС Курортного района»,"197701, Санкт-Петербург, город Сестрорецк, Приморское шоссе, дом 282",Беговая,Минаева Людмила Михайловна,+7(812)2462411,+7(812)2462411,Colocolf8@mail.ru,Город Сестрорецк,7843001160,1047847001762,
Курортный,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская школа искусств № 13 Курортного района»,СПб ГБУ ДО «ДШИ №13 Курортного района»,"197720, Санкт-Петербург, город Зеленогорск, Гостиная улица, дом 3",Беговая,Боравлёва Наталья Валерьевна,+7(812)4333862,+7(812)4333862,Dshi13@yandex.ru,Город Зеленогорск,7827001282,1027812404454,
Курортный,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская музыкальная школа № 20 Курортного района»,СПб ГБУ ДО «ДМШ № 20 Курортного района»,"197701, Санкт-Петербург, город Сестрорецк, площадь Свободы, дом 2",Беговая,Левин Александр Викторович,+7(812)4374093,+7(812)4374093,Dmsh20kurort@mail.ru,Город Сестрорецк,7827001123,1027812403552,
Курортный,Санкт-Петербургское государственное бюджетное учреждение культуры «Дом Культуры и Творчества Курортного района»,СПб ГУК «ДК и Т Курортного района»,"197758, Санкт-Петербург, посёлок Песочный, 8 квартал, дом 140",Беговая,Жирова Елена Феликсовна,+7(812)5968628,+7(812)5968628,Dkit09@bk.ru,Поселок Песочный,7821006904,1037857000840,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Дом Культуры и Творчества Курортного района», сестрорецкий филиал",СПб ГУК «ДК и Т Курортного района»,"197706, Санкт-Петербург, город Сестрорецк, Приморское шоссе, дом 282, литера А",Беговая,Жирова Елена Феликсовна,+7(812)4371596,+7(812)4371596,4371596@mail.ru,Город Сестрорецк,7821006904,1037857000840,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Историко-культурный музейный комплекс в Разливе"", музей ""Сарай""",СПб ГБУК «Историко-культурный музейный комплекс в Разливе»,"197701, Санкт-Петербург, город Сестрорецк, улица Емельянова, дом 3",Беговая,Коваленко Наталья Степановна,+7(812)4346145,+7(812)4346145,4346145@mail.ru,Город Сестрорецк,7843301928,1057811776417,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Историко-культурный музейный комплекс в Разливе"", музей ""Шалаш""","СПб ГБУК ""Историко-культурный музейный комплекс в Разливе""","197701, Санкт-Петербург, город Сестрорецк, дорога к Шалашу Ленина, дом 3, литера А",Беговая,Коваленко Наталья Степановна,+7(812)4346145,+7(812)4346145,4346145@mail.ru,Город Сестрорецк,7843301928,1057811776417,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Историко-культурный музейный комплекс в Разливе», выставочный зал ""АРТ-Курорт""",СПб ГБУК «Историко-культурный музейный комплекс в Разливе»,"197706, Санкт-Петербург, город Сестрорецк, площадь Свободы, дом 1",Беговая,Коваленко Наталья Степановна,+7(812)4346145,+7(812)4346145,4346145@mail.ru,Город Сестрорецк,7843301928,1057811776417,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры «Историко-культурный музейный комплекс в Разливе», музей ""Келломяки-Комарово""",СПб ГБУК «Историко-культурный музейный комплекс в Разливе»,"197733, Санкт-Петербург, п. Комарово, ул. Цветочная, д. 22, лит. А.",Беговая,Коваленко Наталья Степановна,+7(812)4346145,+7(812)4346145,4346145@mail.ru,Поселок Комарово,7843301928,1057811776417,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Парк культуры и отдыха ""Дубки""","СПб ГБУК ""ПКиО""Дубки""","197706, Санкт-Петербург, город Сестрорецк, Большой Литейный переулок, дом 37",Беговая,Анисимов Владимир Николаевич,+7(812)4374655,+7(812)4374655,Parkdubki@mail.ru,Город Сестрорецк,7843001272,1047847005623,
Курортный,Санкт-Петербургское государственное бюджетное учреждение культуры «Зеленогорский парк культуры и отдыха»,СПб ГБУК «ЗПКиО»,"197720, Санкт-Петербург, город Зеленогорск, Приморское шоссе, дом 536",Беговая,Смолянская Галина Владимировна,+7(812)4333313,+7(812)4333105,Zpkio@mail.ru,Город Зеленогорск,7824030180,1027812403080,
Курортный,"Санкт-Петербургское государственное бюджетное учреждение культуры ""Кинотеатр ""Курортный""","СПб ГБУ ""Кинотеатр ""Курортный""","197706, Санкт-Петербург, город Сестрорецк, площадь Свободы, дом 1",Беговая,Заборовский Николай Николаевич,+7(812)4370277,+7(812)4370133,Kurortnykinoteater@yandex.ru,Город Сестрорецк,7821006823,1037857000301,
Московский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Московского района""","СПб ГБУ ""ЦБС Московского района""","196191, Санкт-Петербург, ул. Варшавская, д.37, корп.1","Метро ""Парк Победы""",Гульчук Светлана Александровна,417-40-62,417-40-62,Tbsmsk@cult.gugov.spb.ru,Новоизмайловское,7810219724,1037821003967,
Московский район,"Санкт-Петербургское государственное бюджетное учреждение ""Культурно-досуговый центр ""Московский""","СПб ГБУ КДЦ ""Московский""","196006, Санкт-Петербург, Московский пр., д.152, лит. А","Метро ""Электросила""",Егорова Алла Викторовна,241-54-82,241-54-82,Kdcmoskovskiy@cult.gugov.spb.r,Московская застава,7810328258,1037821048726,
Невский,"Санкт-Петербургское государственное бюджетное учреждение ""Невская централизованная библиотечная система""",СПб ГБУ «Невская ЦБС»,"СПб, Ул. Бабушкина, д. 64",Пролетарская,Ярцева Наталья Михайловна,362-07-00,362-07-00,Direktor@nevcbs.spb.ru,Обуховский,7811005690,1027806077617,
Невский,"Санкт-Петербургское государственное бюджетное учреждение ""Культурный центр ""Троицкий""","СПб ГБУ ""КЦ ""Троицкий""","СПб, пр. Обуховской Обороны, д. 223",Пролетарская,Букина Мария Андреевна,362-14-58,362-14-58,Director@kc-troitsky.ru,Обуховский,7811119930,1037825003589,
Невский,"Санкт-Петербургское государственное бюджетное учреждение ""Дом культуры ""Рыбацкий""","СПб ГБУ ""ДК ""Рыбацкий""","СПб, Рыбацкий пр., д. 2",Рыбацкое,Рождественская Юлия Валерьевна,707-02-17,707-02-17,Dkrybatskiy@rambler.ru,Рыбацкое,7811112558,1037825012928,
Невский,"Санкт-Петербургское государственное бюджетное учреждение ""Музей ""Невская застава""","СПб ГБУ ""Невская застава""","СПб, Ново-Александровская ул., д. 23",Пролетарская,Ефимова Мария Александровна,412-00-57,412-00-57,Nevzastavamuseum@yandex.ru,Обуховский,7811332169,1057813048149,
Петроградский,Санкт-Петербургское государственное бюджетное учреждение «Централизованная библиотечная система Петроградского района»,СПб ГБУ «ЦБС Петроградского района»,"197101, Санкт-Петербург, Каменноостровский проспект, дом 34","Станция метро ""Петроградская""",Атаманова Гертруда Михайловна,(812)346-34-76,(812)346-34-90,Bspetrog@yandex.ru,"Муниципальный округ ""Кронверкское""",7813337490.0,1057813317924.0,
Петродворцовый,"Санкт-Петербургское государственное бюджетное учреждение Культурный центр ""Каскад"" Петродворцового района",СПб ГБУ КЦ «Каскад»,"Санкт-Петербург, город Петергоф, Царицынская улица, дом 2, литера А",-Проспект Ветеранов -Ленинский Проспект - Автово,Черторыжская Анна Ивановна,+7 (812) 4507309,+7 (812) 4507309,Skorokino@mail.ru,МО Петергоф,7819001120,1037841000801,
Петродворцовый,"Санкт-Петербургское государственное бюджетное учреждение ""Краеведческий музей г. Ломоносова""","СПб ГБУ ""Краеведческий музей г. Ломоносова""","Санкт-Петербург, город Ломоносов, Еленинская улица, дом 25/15, литера А",-Проспект Ветеранов -Ленинский Проспект - Автово,Кучук Юлия Валерьевна,+7 (812) 4227814,+7 (812) 4227814,Lomonosov-museum@mail.ru,МО Ломоносов,7819303988,1067847222915,
Петродворцовый,Санкт-Петербургское государственное бюджетное культурно-досуговое учреждение «Ломоносовский городской Дом культуры»,СПб ГБКДУ «Ломоносовский ГДК»,"Санкт-Петербург, город Ломоносов, Дворцовый проспект, дом 12/8, литера А",-Проспект Ветеранов -Ленинский Проспект - Автово,Зиновьева Татьяна Викторовна,+7 (812) 5739785,+7 (812) 5739742,Lomgdk@mail.ru,МО Ломоносов,7823003553,1027808916948,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение «Централизованная библиотечная система Петродворцового района Санкт-Петербурга»,СПб ГБУ «ЦБС Петродворцового района Санкт-Петербурга»,"Санкт-Петербург, город Петергоф, Эрлеровский  бульвар, дом 18, литера А;",-Проспект Ветеранов -Ленинский Проспект - Автово,Жукова Татьяна Николаевна,+7 (812) 4174871,+7 (812) 4174872,Сbs-petergof@yandex.ru,МО Петергоф,7819303995,1067847224807,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская школа искусств им. И.Ф.Стравинского»,СПб ГБУ ДО ДШИ им. И.Ф.Стравинского,"Санкт-Петербург, город Ломоносов, Ораниенбаумский проспект, дом 42, строение 1",-Проспект Ветеранов -Ленинский Проспект - Автово,Карманова Елена Эдвиновна,+7 (812) 4223644,+7 (812) 4230804,Stravinskyschool@yandex.ru,МО Ломоносов,7823006233,1027808917730,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская Петергофская школа искусств»,"СПб ГБУ ДО ""Детская Петергофская школа искусств""","Санкт-Петербург, город Ломоносов, ул. Александровская, дом 13, лит. А",-Проспект Ветеранов -Ленинский Проспект - Автово,Ким Зинаида Егоровна,+7 (812) 4223930,+7 (812) 4200776,Petartschool@mail.ru,МО Петергоф,7819018885,1027808917058,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская музыкальная школа № 17 им.А.Г.Рубинштейна»,СПб ГБУ ДМШ № 17 им.А.Г.Рубинштейна,"Санкт-Петербург, город Петергоф, Санкт-Петербургский проспект, дом 4а, литера Б",-Проспект Ветеранов -Ленинский Проспект - Автово,Николаева Антонина Александровна,+7 (812) 4506843,+7 (812) 4506843,Antonina-17@yandex.ru,МО Петергоф,7819017602,1027808917047,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская музыкальная школа № 22»,СПб ГБУ ДО ДМШ № 22,"Санкт-Петербург, город Петергоф, Университетский проспект, дом 2/18, литера А",-Проспект Ветеранов -Ленинский Проспект - Автово,Баранова Вера Васильевна,+7 (812) 4287004,+7 (812) 4287004,Dms-22@yandex.ru,МО Петергоф,7819017401,1027808915837,
Петродворцовый,Санкт-Петербургское государственное бюджетное образовательное учреждение дополнительного образования детей «Детская музыкальная школа № 42»,СПб ГБОУ ДОД «Детская музыкальная школа № 42»,"Санкт-Петербург, посёлок Стрельна, Санкт-Петербургское шоссе, дом 69б, литера П",-Проспект Ветеранов -Ленинский Проспект - Автово,Фоминских Владимир Владимирович,+7 (812) 4214287,+7 (812) 4214287,Detmusic42@gmail.com,МО Стрельна,7819017585,1027808917036,
Петродворцовый,Санкт-Петербургское государственное бюджетное учреждение дополнительного образования «Детская художественная школа № 7»,СПб ГБУ ДО ДХШ № 7,"Санкт-Петербург, город Петергоф, улица Юты Бондаровской, дом 21, литера А",-Проспект Ветеранов -Ленинский Проспект - Автово,Шабалова Татьяна Сергеевна,+7 (812) 4203224,+7 (812) 4203224,Hudshkola7@yandex.ru,МО Петергоф,7819017592,1027808917070,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Библиотека № 10)","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Библиотека № 10)","197374, Санкт-Петербург, улица Туристская, дом 11",Беговая,Юшкевич Марина Евгеньевна,(812) 417-24-85,,fil10_cbs@mail.ru,№ 65,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Централизованная библиотечная система Приморского района Санкт-Петербурга"" (Центральная районная детская библиотека ""Книгопарк"")","СПб ГБУ ""ЦБС Приморского района Санкт-Петербурга"" (Центральная районная детская библиотека ""Книгопарк"")","197373, Санкт-Петербург, улица Долгоозёрная, дом 12, корпус 2",Комендантский проспект,Юшкевич Марина Евгеньевна,(812) 611-06-21,,konkursknigopark_cbs@mail.ru,Юнтолово,7814335640,1067847150777,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Офис)","СПб ГБУ ""Приморский культурный центр"" (Офис)","197183, Санкт-Петербург, улица Савушкина, дом 16",Чёрная речка,Михайлова Анна Андреевна,(812) 431-11-49,(812) 430-32-39,pkc@pkcentr.ru,Чёрная речка,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Творческая мастерская ""Триумф"")","СПб ГБУ ""Приморский культурный центр"" (Творческая мастерская ""Триумф"")","197374, Санкт-Петербург, улица Мебельная, дом 25, корпус 1",Старая деревня,Михайлова Анна Андреевна,(812) 689-34-28,(812) 430-32-39,triumf@pkcentr.ru,№ 65,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Дом культуры ""Богатырский, 36"")","СПб ГБУ ""Приморский культурный центр"" (Дом культуры ""Богатырский, 36"")","197372, Санкт-Петербург, Богатырский проспект, дом 36",Комендантский проспект,Михайлова Анна Андреевна,(812) 308-09-21,(812) 430-32-39,bogatirek@pkcentr.ru,№ 65,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Дом культуры ""Богатырский, 52"")","СПб ГБУ ""Приморский культурный центр"" (Дом культуры ""Богатырский, 52"")","197372, Санкт-Петербург, Богатырский проспект, дом 52",Комендантский проспект,Михайлова Анна Андреевна,(812) 651-95-87,(812) 430-32-39,bogatyr@pkcentr.ru,№ 65,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Дом культуры ""Лисий Нос"")","СПб ГБУ ""Приморский культурный центр"" (Дом культуры ""Лисий Нос"")","197755, Санкт-Петербург, посёлок Лисий Нос, Приморское шоссе, дом 48",Беговая,Михайлова Анна Андреевна,(812) 434-94-59,(812) 430-32-39,lnos@pkcentr.ru,Лисий нос,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Дом культуры ""Ольгино"")","СПб ГБУ ""Приморский культурный центр"" (Дом культуры ""Ольгино"")","197229, Санкт-Петербург, Ольгино, улица Садовая, дом 6",Беговая,Михайлова Анна Андреевна,(812) 498-36-29,(812) 430-32-39,olgino@pkcentr.ru,Лахта-Ольгино,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Дом творчества ""Юнтолово"")","СПб ГБУ ""Приморский культурный центр"" (Дом творчества ""Юнтолово"")","197229, Санкт-Петербург, Юнтоловский проспект, дом 49, корпус 1",Беговая,Михайлова Анна Андреевна,(812) 431-11-49,(812) 430-32-39,yuntolovo@pkcentr.ru,Лахта-Ольгино,7814340802,1067847745932,
Приморский,"Санкт-Петербургское государственное бюджетное учреждение ""Приморский культурный центр"" (Творческое пространство ""АртРазБег"")","СПб ГБУ ""Приморский культурный центр"" (Творческое пространство ""АртРазБег"")","197229, Санкт-Петербург, улица Савушкина, дом 139",Беговая,Михайлова Анна Андреевна,,,,№ 65,7814340802,1067847745932,
