Порядковое число администрации и комитета,Название организации  (спортивного объекта),Сфера деятельности (вид спорта),Тип (каток/лыжная трасса),Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Время суток (день/ ночь/ день и ночь),Расположение (открытый/закрытый),Стоимость услуг (платно/ бесплатно),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Наличие кафе на территории (да/нет),Иные услуги (перечень),Освещение
12.014,"ОАО ""Дворец Спорта""","Массовые катания, хоккей, фигурное катание",Каток,"г. Санкт-Петербург, пр. Пятилеток, д.1, лит.А",,"59.921538,30.467899","Ст. Метро ""Проспект Большевиков""",Невский,718-66-20,Newarena.spb.ru,Работающий,13.00-21.00,День,Крытый,Платно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,True,False,False,,Имеется
12.015,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Невского района СПб""","Хоккей, фигурное катание",Каток,"г. Санкт-Петербург, Железнодорожный пр., д.32",,"59.881807,30.420068",Ст. М. Ломоносовская,Невский,329-05-17,Http:/centrsporta-nevskij.ru/,Работа объекта приостановлена до ноября 2023,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,True,False,False,False,False,,Имеется
12.016,Государственное бюджетное учреждение спортивная школа олимпийского резерва №2 Невского района Санкт-Петербурга,Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, пр. Большевиков, д.18",Парк Есенина,"59.909124,30.489772","Ст. Метро ""Улица Дыбенко""",Невский,319-55-48,Olimprezerv2020.com,Работающий,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Имеется
12.017,Государственное бюджетное учреждение спортивная школа олимпийского резерва №2 Невского района Санкт-Петербурга,Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, ул. Антонова-Овсеенко, д.18",Парк Строителей,"59.908212,30.465367","Ст. Метро ""Улица Дыбенко"", ст. Метро ""Пр. Большевиков""",Невский,319-55-48,Olimprezerv2020.com,Временно приостановлено посещение,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Отсутствует
12.018,Государственное бюджетное учреждение спортивная школа олимпийского резерва №2 Невского района Санкт-Петербурга,Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, ул. Латышских Стрелков, д.3",Яблоновский сад (курган) напротив д.3 ул. Латышских Стрелков,"59.926053,30.467485","Ст. Метро ""Пр. Большевиков""",Невский,319-55-48,Olimprezerv2020.com,Временно приостановлено посещение,08.00-22.00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Отсутствует
12.019,Государственное бюджетное учреждение спортивная школа олимпийского резерва №2 Невского района Санкт-Петербурга,Лыжные гонки,Лыжная трасса,"г. Санкт-Петербург, ул. Крыленко, д.19, корп.1",Бульвар Крыленко,"59.897131,30.47389","Ст. Метро ""Улица Дыбенко""",Невский,319-55-49,Olimprezerv2020.com,Временно приостановлено посещение,08.00-22.01,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Отсутствует
14.001,СПбГБУ «Центр спорта Петродворцового района»,"Хоккей, катание на коньках",Каток,"Петергоф, ул. Веденеева, д. 1",,"59.876784,29.864402",Ст. Метро проспект Ветеранов,Петродворцовый,8(812)661-17-95,Сайт: http://www центр-спорта.рф,Временно приостановлено посещение,После окончания занятий групп клуба,День,Открытый,Бесплатно,Интеллектуальные нарушения,False,True,False,False,False,,Имеется
14.002,СПбГБУ «Центр спорта Петродворцового района»,"Хоккей, катание на коньках",Каток,"Петергоф, ул. Веденеева, д. 4",,"59.876508,29.863521",Ст. Метро проспект Ветеранов,Петродворцовый,8(812)661-17-95,Сайт: http://www центр-спорта.рф,Временно приостановлено посещение,После окончания занятий групп клуба,День,Открытый,Бесплатно,Интеллектуальные нарушения,False,True,False,False,False,,Имеется
14.003,СПб ГБУ «Подростково-молодежный центр Петродворцового района Санкт-Петербурга»,"Хоккей, катание на коньках",Каток,"Стрельна, Санкт-Петербургское  шоссе,   д.  84а",,"59.851761,30.034076",Ст. Метро проспект Ветеранов,Петродворцовый,8(812) 417-22-28,Сайт: http://www.gu182.site.gov.spb.ru,Временно приостановлено посещение,После окончания занятий групп клуба,День,Открытый,Бесплатно,Интеллектуальные нарушения,False,True,False,False,False,,Имеется
14.004,СПбГБУ «Центр спорта Петродворцового района»,"Хоккей, катание на коньках",Каток,"Ломоносов, Ораниенбаумский пр., д.21",,"59.903386,29.778972",Ст. Метро проспект Ветеранов,Петродворцовый,8(812)661-17-95,Сайт: http://www центр-спорта.рф,Временно приостановлено посещение,9.00-23.00,День,Открытый,Бесплатно,Интеллектуальные нарушения,False,True,False,False,False,,Имеется
14.005,ГБУ СШОР Петродворцового района,"Хоккей, катание на коньках",Каток,"Петергоф,  ул. Широкая,   д. 8",,"59.8771,29.854404",Ст. Метро проспект Ветеранов,Петродворцовый,8(812)427-34-96,Сайт: http://wwwsportpetergof.ru,Работающий,9.00-23.00,День,Закрытый,Бесплатно,Интеллектуальные нарушения,False,False,True,False,False,Тренировочные занятия воспитанников спортивных школ бесплатно. Массовые катания проводятся по воскресеньям с 9.30 до 10.30,Имеется
14.006,"Ледовая арена ""АСК-С""","Хоккей, катание на коньках",Каток,"п.Стрельна, ул. Фронтовая, д. 3",,"59.850988,30.036357",Ст. Метро проспект Ветеранов,Петродворцовый,8(812) 329-01-69 8(911) 758-72-80,Сайт:http://wwwask-strelna.ru,Работающий,06.45-23.00,День,Закрытый,Платно,Интеллектуальные нарушения,True,True,True,True,False,Массовые катания не проводятся.,Имеется
14.007,"ГБУ СШ ""Манеж"" Петродворцового р-на","Хоккей, катание на коньках",Каток,"п.Стрельна,Санкт-Петербургское шоссе, д.128 , строение 1",,"59.913528,29.763898",Ст. Метро проспект Ветеранов,Петродворцовый,8(812) 422-08-33,Сайт: http://www.manezh-spb.ru/,Работающий,9.00-23.00,День,Закрытый,Бесплатно,Интеллектуальные нарушения,False,False,True,False,False,Тренировочные занятия воспитанников спортивных школ бесплатно. Массовые катания не проводятся.,Имеется
14.008,"ОО ""Русская деревня Шуваловка""","Хоккей, катание на коньках",Каток,"Петергоф, Санкт-Петербургское шоссе, д. 111",,"59.868234,29.977931",Ст. Метро проспект Ветеранов,Петродворцовый,8(964) 612-46-51,Сайт: https://www.shuvalovka.ru,Временно приостановлено посещение,9.00-23.00,День,Открытый,Платно,Интеллектуальные нарушения,True,True,True,True,True,,Имеется
